w,p,d,c
9222.951359943,785,0.18579227949986182,0.00684708317012706
89859.15482512566,17,0.09480722392753649,0.007214140592954636
50456.81999441703,888,0.03640492830999953,0.0016779525644782453
73855.19497177369,548,0.28802513515810824,0.0038927462002061987
37402.98546620417,59,0.290230323904332,0.00444976176421335
40523.825823243234,81,0.2857681720055642,0.008742901990516597
3814.03021960166,968,0.24237206783791404,0.009910617411117543
9246.073540434301,700,0.09546622693502568,0.0074289214615897645
28841.55312182896,39,0.2639612210602928,0.0036599015749907557
43701.21412742162,800,0.24489163567371608,0.007622064909527276
45164.00501816142,367,0.2493419486367644,0.0015561747743485285
92437.71301936595,363,0.008272838544846894,0.009322552579236917
80097.30551574042,680,0.07795763469548675,0.009831285926798876
41480.143395504434,793,0.20821446665813098,0.00411560037565432
86119.41323390056,552,0.10533185017851701,0.006278548974003553
24708.630004043003,712,0.09791740357750067,0.008393360472353395
38699.94436634739,507,0.11853727575031439,0.004308007970230541
29620.725767676082,593,0.1394778374343631,0.001253412298497401
89381.05191960327,398,0.0711854432914979,0.005644558452375539
40119.75621826553,847,0.028167346163268492,0.005767815464818667
46550.1755470862,911,0.03696353682093301,0.007191453146696789
47520.066728223326,498,0.2589975534543801,0.0062706037366907635
3740.925038800279,285,0.13667197463418057,0.008849057991798364
94183.28289300081,92,0.1283006697006864,0.005779838914684553
73243.36428281479,33,0.012112965914187424,0.0055252884666261454
73239.12631075745,493,0.040316680832126306,5.663228333553476e-05
45199.788352363445,813,0.012602852983875201,0.009393563741759045
65642.6201378936,9,0.017953574093955038,0.006253181749688443
37429.32775651326,869,0.26859729674884153,0.005545614047490105
31180.084348195727,302,0.01777109235388341,0.00038125683884883757
49042.151152716084,575,0.0013661392970845676,0.0025950299265032426
73654.48811125505,662,0.21459281451740647,0.004724820809620553
11285.49877183219,517,0.03520090148495014,0.003299923256058059
77097.35254438307,94,0.19249883648047553,1.296468004135208e-05
28132.362471291348,574,0.13810550299753074,0.0063768999635854095
43828.09493522886,960,0.2557754822743906,0.005592433661656229
11458.611592315874,37,0.20517073990577783,0.008212394403029618
54147.372828026935,481,0.09573499105200353,0.0005731716093197153
85512.9788881576,704,0.21037509067819504,0.004653991374500226
78357.44175979099,715,0.19817883842383138,0.0006810275059514204
3811.9098027908412,877,0.14495940853737563,0.0027994695380536908
29930.088363505303,4,0.2903427375604096,0.008464364869568863
46206.73880341683,742,0.03679082324001254,0.005954288296872154
38387.35942146109,588,0.07173563120280496,0.00907044963471933
10145.49255221928,653,0.08403289407121453,9.55666842659686e-05
55693.732453586075,504,0.20372576840775292,0.00564535116182062
72496.93047810937,814,0.30515145642309843,0.0069914605727478315
34993.926170792336,827,0.08807708952450843,8.113993198815422e-06
78258.21353979572,772,0.30719253054078494,0.009605834197145838
81498.19365501679,301,0.07803646568213421,0.00058051762554087
43664.40256421894,142,0.20018432083595825,0.003575550494926409
86087.52914311114,275,0.15110652438623315,0.005431479546466423
19805.818830402794,545,0.028828371634682548,0.009422369769402398
881.9337457462685,34,0.14804866497926555,0.00016307456458731356
70958.07032894032,171,0.10835048651073279,0.0004536058329238559
34338.91159498175,303,0.11566480314254626,0.003312919712777529
77221.21279765086,472,0.02740331267278201,0.009488890333101232
45572.84245208943,743,0.21702926543688722,0.0026902460776535835
52093.264270391504,908,0.023668681578107087,0.0030615136469380865
59222.390302153835,574,0.16698479443048334,0.0009827298418652979
60456.46191491289,658,0.23969252380986195,0.006414597179370079
47136.26053943022,349,0.30646549245472376,0.009503833766258277
25309.790367075835,245,0.1874224200032839,0.009333907427404618
31683.808727775933,750,0.27499080589458247,0.009289570323833433
88659.153324133,990,0.16273968151670745,4.514623912283723e-05
69050.41654600878,1005,0.1647539228824125,0.004495348362831287
1994.7408865841385,107,0.033403981878748046,0.008170413182945294
18613.33017546095,439,0.0389819326260884,0.00869562948801792
11780.521689378153,146,0.06052347460017299,0.000997000623661988
22212.697817317916,286,0.027216687759807734,0.006732162218255167
20530.329782739493,142,0.07968333360527982,0.003520138632993201
381.35368578537054,829,0.07817693523301794,0.005500437361128075
4443.010559689169,47,0.16460836006428037,0.0070152625039742594
48723.86081680941,227,0.1715124126108611,0.0045826969219615755
43946.69521834211,17,0.2399300153534983,0.0028045024172680417
39782.863958888156,572,0.09350946403596985,0.005415342477959644
67807.27873222381,528,0.2110299935233067,0.006378593161308323
27221.147899317377,412,0.08745123346024439,0.00915818876310898
92192.30127471074,959,0.16596878225113665,0.0011949953359703478
37259.86950815885,52,0.28656937069728144,0.0025654601042829194
91931.55439099068,792,0.09049718424435363,0.003826010430646865
94742.14356974352,483,0.09733582798465942,0.006147681107975308
12745.633727193168,652,0.2695727431947171,0.00239067744848245
51290.681042844364,285,0.11990599723007642,0.0028137335351263934
82765.66173893487,722,0.30566755078125113,0.008121690802756409
4440.444238029138,1013,0.04667163307045191,0.0012077190487440569
72322.02905564102,52,0.028480835221832645,0.0044372894753006665
23602.135188457323,699,0.28534769084224726,0.0003603792163859136
6875.144824107732,599,0.13260504576913332,0.00019024250239497824
10574.428362488432,808,0.03567348335905224,0.004235907412715668
82519.13471701751,969,0.13287806048919207,0.004787892809215105
78229.20370054356,661,0.2154554249700859,0.0044170747939413675
54502.51985825626,933,0.06710843176495271,0.0077050830583051365
24863.906928823286,942,0.2910104124383259,0.001201141425449883
71603.53864125998,970,0.10699162729837153,0.0006979687810295485
1478.3077514023628,364,0.07714216813020472,0.007445449276939321
77371.53795479494,766,0.011608669677272199,0.003888629797734495
39045.789021240606,534,0.048027172773128124,0.0016265313233609757
22540.942393844765,910,0.15706696574798634,0.006777194537392237
35052.01845212353,968,0.10640368417346299,0.004538878470675302
16518.12048813998,41,0.14106540614594038,0.0036404182902382695
10187.589139978823,306,0.3085422671535718,0.0036767792219947254
79394.17729470992,652,0.2498775877582215,0.008086606383809876
44355.64500420702,121,0.24613388084310237,0.005854323053444371
38295.203942501226,782,0.11338868160502605,0.004309566281541115
31630.95584482291,294,0.2308033884473959,0.0040606873706777475
92457.78949675438,500,0.26163887465039554,0.0005011958264644293
63686.504654059914,742,0.23631762472245088,0.004587165195451051
58922.15779418012,166,0.2297121788253491,0.0054933560125462865
81208.99681606558,126,0.2791855577437023,0.009653820328378311
65328.49880970441,854,0.2596952465464457,0.0025911268946880476
64747.067277807466,120,0.038008606894739394,0.0026498122446811604
25050.22255233609,788,0.06103961411597353,0.0054664457928029295
91501.1053343409,572,0.2246362451865677,0.005243670426911276
19062.62068620268,973,0.2394826478276646,0.0069636877561675085
94341.80276298568,445,0.22615767073744403,0.002875946661413991
29570.847695857978,557,0.21755398331114542,0.0027840364634627987
90663.07780430948,158,0.18625075502114405,0.008636134885737659
65424.39504055956,44,0.14699052994212833,0.00386644645468146
36521.96527149743,71,0.28939454719109764,0.00045966420323511475
79814.34647205177,889,0.1950297539406695,0.0020038265321418083
85577.54905181644,211,0.1486603940643239,0.004567742651552002
37564.42820254602,660,0.178042209554438,0.0011908151407849041
54909.62776458487,357,0.12021721991025305,0.0029963686874491004
92499.18823878716,986,0.09983712784087587,0.0008680117999798048
67892.59043906604,972,0.045323275331635327,0.007647644235293814
14190.207130105731,949,0.12466725762149553,0.0005888076843766753
72202.49192634964,467,0.09656092335814143,0.005091100668342697
9954.64669607789,236,0.2625172878069771,9.641985640387526e-05
8656.674100425818,998,0.0855113945657143,0.004106004694452747
32326.513764353043,68,0.1801239196851074,0.007311048309078014
83266.26587497571,182,0.16817435189623656,0.0022854415431257068
6154.939320616943,614,0.07742229644151721,0.00473918110822607
48714.477496826774,236,0.3046631854905657,0.0018231483533291213
