P,n,Paper,Min Time,Time opt,mtpa
300,100,734214.8875531809,692134.7208722328,676324.7595830691,1.0855951629004372
300,100,709265.5576253037,708320.1813862087,660372.9778401948,1.0740378262372519
4300,100,69506.95521858755,71716.48779032906,47185.44834300483,1.4730591243580258
300,100,744215.0528195977,718528.3526304454,678287.9602926127,1.097196318357979
300,100,761376.7832911764,720735.0506386237,678523.9981816225,1.1221073762042186
200,300,3240424.3403573395,3186201.3555993913,3140897.664247376,1.0316873348797284
4300,100,88231.78568211,91197.97900530905,82739.16147748545,1.066384818344082
300,100,752281.3389352913,701526.0408838555,696079.4643997771,1.0807406013392113
200,300,3128356.631009719,3019869.467012976,2982199.34273635,1.0490098988953773
300,100,698777.3498094956,641781.8182384025,614923.8920349259,1.1363639612327945
300,100,746687.271918975,718406.2090666876,678903.829991927,1.0998424797925415
3300,300,220056.39216624765,338076.39646607597,190357.43419681065,1.156016801207413
2000,300,342705.1837290451,506580.171582647,314089.7664247376,1.0911058568702663
300,100,732192.1923117754,671845.7604286297,662906.8832070059,1.1045174078892974
4300,100,64869.520487936294,83581.61966134017,54290.25884700422,1.1948648222648113
200,300,3311322.1303892466,3188464.0757162725,3160412.937335894,1.0477498339759876
300,100,690171.2158306336,651030.5507982329,628969.2522897491,1.0973051755997294
300,100,802539.9053294193,747530.0014950566,710949.1481564087,1.1288288443843253
4900,300,173755.9518289285,185636.07677360132,142348.1066563424,1.2206411164175937
2200,400,388445.01073767804,548523.9674937556,359331.52676733746,1.0810212347139558
1800,400,479188.8406390592,660692.3668723726,439182.9771600792,1.0910915621950397
4300,100,82261.56428470036,87859.63832678746,70156.3045836674,1.1725469973492746
4600,300,189438.01778270883,215008.6498220545,142348.1066563424,1.3308081310842523
3300,300,225064.1153376086,352924.05464051134,180739.3541052333,1.2452413391195796
200,300,3105723.6759973257,3014555.25659997,2976039.5403600456,1.0435760795105533
4300,100,59200.78310799853,81216.42343565846,48563.68356277515,1.2190340345882842
1800,700,847862.5738715664,1207859.9595443532,791800.8054011764,1.070802868711387
4300,100,86377.54622675065,98230.02053471933,67742.26274582943,1.2750909509893587
600,900,3082636.50554777,3270554.087089364,3001051.047743991,1.0271856281368856
2200,400,372606.2212295583,545697.0544733135,346037.581400497,1.0767796368288427
900,900,2069781.2799597967,2355623.5101380236,2000700.6984959939,1.0345281938051671
4900,300,184673.37583623608,190187.25439798454,148288.0517849619,1.2453692230311173
200,300,3115443.16653309,3066957.625230652,3026570.615864552,1.0293641093991628
3500,700,472301.6087274591,722317.0930071615,407211.8427777479,1.159842517117648
1900,700,820057.8931702486,1116572.0622180307,750127.0788011146,1.0932252898814165
4300,100,111366.16672529306,131008.02625848868,96621.71431835281,1.1525997806079045
2000,300,337033.29127265315,450849.7122681842,298219.934273635,1.1301501091587143
3300,300,229292.5929225593,343193.26884574693,191540.1780203572,1.1970991950220997
4300,100,67422.54496637371,78198.80752908639,50459.111537190256,1.3361817699996712
2600,500,427843.52138178254,726927.375849005,392881.4860049353,1.0889887577354767
4300,100,66035.01564591486,74741.94771120763,54138.05797390288,1.2197522060681762
200,300,2940623.5777996085,2768085.04228646,2732229.1933983755,1.076272658569331
2200,400,392317.8515779825,593416.9799944955,359445.2240150747,1.091453788690566
4300,100,106565.45218018256,106503.36552575433,100419.32952364009,1.061204577701304
4900,300,181375.1648054101,190015.25744099324,143441.4983667211,1.264453919337263
3300,300,233178.6396432971,370444.22534102853,180366.03274909366,1.2928079422119951
200,300,3170252.0905894856,3005343.970638748,2993366.0284266425,1.0590926938045786
1800,400,458862.21481390967,645687.438158546,422934.82171171857,1.084947824718675
2000,300,343583.88687480136,473933.3909444374,316041.2937335894,1.0871487165991331
3000,700,546367.7310641275,826290.9745326281,475080.4832407059,1.150052991731304
4600,300,198061.8566265914,211990.49370039167,148288.0517849619,1.335656205894514
600,900,3198897.217526274,3426168.4487773306,3085918.3380821026,1.036611104723655
2200,400,383444.26792975585,559584.1701624837,354881.5712711298,1.0804851504582753
200,300,3128916.915496356,3052898.632630103,3032905.48199754,1.0316565860916906
1800,700,836882.2105859686,1138056.0401551418,785557.5176193566,1.065335372414425
4900,300,176296.89905227986,205213.4267617581,130823.99861272547,1.3475883700372628
1900,700,793340.2332548157,1158170.9204384994,744212.3851130747,1.066013209568229
200,300,3247438.7781878747,3038126.260915984,3022457.3071617936,1.0744366084156032
900,900,2102600.1778520625,2505201.8671515547,2057278.892054735,1.0220297238125369
3300,300,216988.40892057717,321242.09137537354,183428.52217360924,1.1829589332634136
200,300,3243047.7744452967,3107638.724464601,3093696.3199943136,1.048276055243605
3500,700,455295.37219171727,709645.5965098486,404001.0090613834,1.126965928252274
2000,300,326654.37117792916,492211.1803040204,297603.95403600455,1.0976143520539718
1800,400,476668.72904935066,632170.646652606,439321.9404628691,1.0850100692606726
2200,400,412531.74510159163,594647.4216119518,377490.095721762,1.0928279967526828
4600,300,179730.467774419,198372.93497459474,143441.4983667211,1.252987941571287
4900,300,173294.62837852808,187394.7675582014,131967.49793690105,1.3131614305621464
4900,600,299581.6318326281,339200.9026123552,248189.58464162383,1.2070677029626864
3300,300,216232.47747396052,326844.4694759392,165589.64808475002,1.305833305251613
2600,500,427304.4499389264,634353.0923093713,384039.4361699239,1.1126577369253798
3000,700,538548.6565927771,790019.2375434578,471334.51057161397,1.1426039140220154
1800,700,840666.8411448243,1176036.5757241626,785942.0348822848,1.0696295704183019
600,900,3077257.8745522834,3393300.291656291,3029622.680416013,1.0157231441539543
2200,400,410931.68159366807,569087.9650326318,372810.6076037489,1.1022531902591064
4900,300,171532.43593094836,196262.96793151656,144863.04739585196,1.184100700727493
1900,700,803864.6476612957,1156812.9217834903,744576.6646253224,1.0796264318407125
3300,300,216964.34702343805,319170.81541018485,181416.122934948,1.1959485381640356
2000,300,339501.5627119531,487646.0835094907,302657.0615864552,1.121736796532577
900,900,2082675.932566581,2396088.554157946,2019748.4536106754,1.0311560971087321
1800,400,459387.4096187392,656175.0269338913,433744.14266471425,1.0591207221761778
3500,700,464164.6056563951,678804.9510715427,404198.76079660363,1.1483573199027366
2200,400,386487.8175523972,533558.6365473899,347459.6856087301,1.1123242020877673
4900,300,164791.69805302963,176326.23906206465,122178.20524190378,1.3487814600546333
3300,300,208991.50950437068,317072.5733261963,183812.45345439637,1.1369823185360028
4900,600,329581.37911354256,363805.571142125,249621.25622125002,1.3203257771502457
4800,900,430632.15452825837,498700.3590156734,375131.3809679989,1.1479502285760361
4600,300,191113.0358427137,212786.00480250255,130823.99861272547,1.4608408080268218
2000,300,306802.55498297955,444928.06268979283,273222.91933983756,1.122901972222086
1800,700,818105.305240171,1125597.859732563,765561.609213277,1.0686341835778443
4400,500,301155.70046545,356149.29693760246,232157.24173018904,1.2972057137698523
4900,300,170615.1631940614,176411.81743756213,123792.0604896955,1.378239949469647
3300,300,235690.93153909524,317928.18094462826,183179.2307370784,1.2866684208177954
2600,500,417063.09002492303,633122.5334081631,375753.1048100813,1.1099391719882694
3000,700,526113.2303660176,804206.4794252707,471565.2209293709,1.1156743691342255
600,900,3103307.094349698,3406005.597788658,3023612.4364814004,1.0263574315632327
1900,700,769807.4335832013,1102057.7938989387,725268.892938894,1.061409693808638
2200,400,386141.56688081555,631725.7643859594,352542.8225843201,1.095304008886635
1800,400,511691.44129972823,697712.7815230251,461376.7836599313,1.1090532931472394
4600,300,181705.73596112573,210809.7171992915,131967.49793690105,1.3768976361740715
2000,300,330507.0939398129,474779.71534134075,299336.60284266423,1.1041319063593849
3300,300,216291.8256842813,335875.85399520834,187496.74666632205,1.1535764194842502
4900,300,162968.6346940662,176718.95119471967,123365.60437395076,1.3210216536537132
900,900,2093717.1747697396,2429209.6615076163,2015741.6243209336,1.0386833061876541
2200,400,402326.73342403944,569338.9053869591,363304.2585063231,1.107409902317556
4900,600,330044.35552580113,366072.9869060968,277514.5116622374,1.189286836024985
3500,700,455173.70023086085,690966.5003525662,393717.399023971,1.1560924189767599
1800,700,845301.0440377456,1233057.8955090472,799873.8420955621,1.0567929585285227
4900,300,161757.47119103497,186782.31807477894,126273.31918344137,1.2810106856860601
1900,700,806631.783114169,1200679.8225098753,757775.2188273746,1.0644736896548266
1800,400,482147.8286683293,643719.9102170268,455657.4092934709,1.058136702782763
2200,400,417457.462476976,607950.2849895948,379506.9962363452,1.09999938503636
600,900,3032160.197319158,3302096.7551155123,2970297.969628498,1.0208269433986776
2000,300,339293.7942700169,485980.7230505843,303290.548199754,1.118708763870051
3000,700,518477.49766379484,734357.293304898,459336.96552796615,1.1287519546088611
3500,500,352491.8938292058,519719.98979046737,291854.8181750948,1.2077645181027388
4600,300,172725.1432612066,191037.49785268898,144863.04739585196,1.1923340449218829
2600,500,450002.8811825803,755602.2747766763,401067.5590396392,1.1220126660458833
2000,300,327840.1922272176,457623.4591942252,302245.73071617936,1.0846809695223534
4400,500,292454.95942340454,322150.3378448958,226932.39410040958,1.2887316532429633
900,900,2017357.948351015,2381170.554176481,1980198.6464189987,1.018765441537502
1800,400,462742.30522055837,642262.3458132644,424672.9490773368,1.0896439394737356
4900,600,392450.6479216998,408216.1040280212,314954.4837664354,1.2460551227228571
1800,700,843786.3587824759,1157595.073125483,796345.7078484871,1.0595729348026008
3500,700,455062.43901593843,710722.7605542104,411363.6902205748,1.106228988688652
4600,300,174027.48554684815,189538.02572161471,130146.34906202793,1.3371676332150233
2000,300,344858.143462802,475989.90580126445,309369.63199943135,1.1147123304702249
