w,p,d,c
1211274.8309955127,107,6.660957219032371e-07,1.2526526521583996
1630333.0564139336,369,3.840354106801529e-06,3.728062027380863
587965.7320648378,338,0.0005139220589970499,12.524164548883725
1323528.5218226034,2233,2.3267491283960083e-05,3.568506512745513
3859788.461793124,234,0.00513568659641191,1.602525042833323
665730.97630844,3927,0.050916840482940456,8.876351395439052
743507.7183733275,2353,0.00025883906472259986,11.334130401068357
825496.7500809735,1635,5.53778750263684e-06,1.552848433690987
2722874.928799869,724,6.000079146666366e-05,4.785490292648589
1586887.383244058,3390,0.030493866770358712,13.824654569117746
2154034.124684862,3443,5.18591994249501e-08,3.6116496450449844
443662.2067487698,1846,0.013847970777177332,3.776230985723579
1792263.5392578056,1253,9.832719725945756e-05,3.8260956384066045
1608940.3944123094,1557,7.142717207252394e-06,11.311637423676974
2320966.7931345655,2439,0.07704172507400352,10.799721289175725
1422578.8416890292,387,1.1930437880680922e-06,14.390176622381501
2165786.3052075985,3852,8.722570287803244e-07,2.658199512422282
1594487.6644373273,626,1.921295242802411e-07,8.508892529811916
2285439.5532544316,2277,0.0005933834668200248,6.338952174729889
90669.94501462736,3208,2.0970705344377382e-07,6.490428735174298
2284234.667239958,532,0.08129922559147776,13.87705008350061
2423689.877266048,2444,0.0007417812218216402,6.873204724208402
1058321.142003951,2872,0.010908592922224913,12.89156488821353
1698942.979896906,3509,0.008016198047250218,4.6006919036587455
2839529.5012620604,2593,0.029223239232777566,4.920304824797981
1259599.3556931103,1106,0.002224306156111766,2.9222543401556313
3685182.824494976,2979,0.00015847788466405343,2.1194988187204316
3936633.755070242,2341,6.711759865374458e-05,1.2730607046639395
3696890.099123502,3734,4.6941875224125463e-07,3.1970934601580865
951040.0561470791,1522,0.08596150949065456,5.819544189267288
3321828.349271877,1922,1.5292370662640832e-06,1.635569340836
701354.8559502496,466,4.468518180164221e-07,5.781149998795394
2116644.9463154087,2004,9.188997695892396e-07,5.521117077783362
2533037.2523163334,675,5.265402032779756e-06,6.364729648450917
273862.18058497773,3580,6.354923692929239e-05,6.246106264800302
2808485.484833269,3881,8.019075845584926e-05,2.448502806226003
867468.4878071279,710,0.002434379805445064,7.063894720278826
947542.2531089559,2199,4.861960073235839e-07,1.6550303426124906
1894785.9871258284,410,5.135061210874767e-06,3.9851704384863105
3622566.797961547,2147,7.443708407665717e-06,13.538393431973272
247033.13480952755,1719,4.213794034688975e-05,7.682573499026926
2569981.8237688285,3305,7.045452210001728e-07,1.6319314582442632
1194964.1779528917,316,0.05612555129551212,3.8805441436761976
