w,p,d,c
132.39827724337295,332,0.01367678851817836,0.00213825701069384
14816.315777325812,674,0.15184141799480125,5.1261301846909713e-05
13794.424768342484,388,0.12196440999357312,9.077308353890254e-05
34697.33425034989,673,0.2719337772299925,0.0019106622486026964
6820.410792406495,846,0.04144827289356648,0.005802426934436841
118.40188878762913,1020,0.10478234412117711,0.000538600232950925
26070.755020290893,852,0.11759521876380102,7.371951582396417e-06
30565.420420783856,236,0.08563743002968567,0.002184962026168043
115.03337146390307,893,0.025034496183021598,0.006416823724607739
5586.675165788527,442,0.31179410107623073,7.843167999370716e-05
6065.764706628566,627,0.0741267717813832,0.0031574360628492467
45389.04590369316,125,0.13955980288734274,4.056615253787922e-06
34993.05214630027,1001,0.006866082378279086,0.0034051050833534707
21617.111383455947,247,0.004664179345457561,1.3427988351559064e-06
4875.471470243401,101,0.033727756549971157,1.3428483391541844e-05
43099.74229520789,319,0.02634067831616374,1.104081430315324e-05
1439.848729836313,807,0.007837783872093388,0.0018858740783432575
35405.68692863258,68,0.024360664618205602,0.00014877670522566762
323.55796380826223,155,0.001111831381144998,0.000889519385858552
277.75507221899625,934,0.0015894703414641056,0.004615224491824731
86821.03021641166,971,0.06286167899590002,0.0011106020798488062
135.28351989272525,664,0.06359823216156478,0.0004186982406772196
77097.4773633602,421,0.03343436050044367,0.0009591694287322411
31389.383407600544,523,0.10310797162678538,0.0030341730300396177
73750.60837107206,467,0.010603610907915976,1.7814463518270477e-06
1820.3033326479838,19,0.04859231542991522,1.2026463960383891e-06
327.50084270437134,882,0.011440938108647212,1.8448280757332269e-06
12473.925506121395,1020,0.0014237284496796763,0.004129552276813444
2700.5181303065074,593,0.0027773021983511803,0.0014086235529120257
234.74953556271242,338,0.042063134083049014,0.0042578816738970595
33353.94712172263,284,0.007015977505114697,0.00799259840004277
17073.32154950718,391,0.0011906137208867848,2.3621178481010055e-06
430.7200728438563,166,0.19523144501187406,0.0015277458408095483
8773.522915279313,575,0.024661962157008187,7.848694592608107e-05
4635.089590757993,625,0.21428948755934085,1.2777814851369932e-05
26977.38324926135,614,0.010569803189325606,2.044013078996583e-06
415.03993607850924,623,0.05631951277877177,5.521195811954452e-05
248.7193453281729,667,0.01199838789324307,0.009031998459882666
318.6918539784661,975,0.0032954031568486054,3.232661310890724e-06
3609.71091903016,35,0.14319094985182235,5.978072842630486e-06
39827.868977117396,408,0.015408511755993429,0.00016783224593405172
13294.563159054305,347,0.016221230822194833,0.00030039008736423823
666.5183782615754,111,0.007938472144169853,4.5142659452819414e-06
17010.4550224005,767,0.09920846187368669,0.0003027978379217143
2094.654200550307,553,0.03922542363658893,2.7989211962601133e-05
6200.570879145474,996,0.12423609627748079,0.007162780678617592
889.5164032417428,665,0.0017938216301814727,0.008183262014995356
28702.743441004026,892,0.2986191666798212,0.004267442509194884
62414.00003920701,443,0.0020398408456037583,0.009194432551737602
2599.894023229291,204,0.004309017861833342,0.0003669444879283019
696.6404026626232,920,0.001308552519650034,4.8054224078405324e-05
7148.802897629738,833,0.12842443727918834,3.2621002818888994e-06
1488.6698491803265,531,0.1425265832104883,1.680366270181234e-05
53546.501857046045,553,0.006606114528702188,1.7379133041077196e-05
79573.247821479,156,0.0012962642399841021,2.4330807496794174e-06
107.24387919339077,10,0.006601090237858868,2.7160590986510056e-05
36189.70628592855,226,0.058226163277566974,3.7614513361498184e-05
94991.56330350692,189,0.04023144562190763,0.0020746905960079567
15689.934891696075,415,0.03960432272733886,1.7658921248058247e-06
2445.560904006026,553,0.00187029147900832,0.0004125854993797853
8476.444552009234,636,0.00149919669085719,4.3573112223800414e-05
1520.337442457283,802,0.00540875973954669,2.607792988922308e-06
76962.67770374361,185,0.006660024489892567,5.4320675847248546e-06
58591.83258682957,372,0.07381556116258738,0.005757100466016488
78361.39437127612,288,0.08980263900638065,4.569431558405031e-06
9498.394310338641,530,0.0012909424871329041,1.1178812644017322e-06
178.24193552933608,996,0.1487882156572175,0.000412385088751636
26523.62520071032,62,0.0020034152336605776,0.0044415406059814
61421.71742203968,963,0.0046998021847857,0.004143278009794665
935.5835382166634,706,0.027805610254783796,0.0026104216842343436
127.01902711790855,396,0.006119668646785748,4.375622535568883e-06
2560.016916231475,308,0.006410487666847237,2.845188643750465e-06
240.10472447541537,664,0.008418783206133667,2.8422979018945533e-05
1821.5076995135569,641,0.2900267424862283,0.001338026449639906
1464.6803266563775,560,0.0025304155070328097,0.00014982368910434522
49464.39293840426,625,0.10791227451147618,3.993807202137134e-05
14263.463712992869,129,0.11117683507365443,2.3829819275075168e-05
4816.44042280399,232,0.09201680519683265,5.6823886507519236e-05
80388.00097596408,677,0.00548382179788117,3.622055414148811e-05
5429.5976766253625,279,0.00992829427375328,7.676289003333687e-06
10507.120028129055,678,0.0013053553967270262,1.8565760859690078e-05
9496.165299766208,551,0.005548449896467517,1.8960080380715585e-06
279.0714326148222,584,0.0015998821443440668,4.231483513220141e-05
7303.429669600637,732,0.0031089003803804255,0.00036054203702916033
1732.1738587526097,34,0.005928517981861071,9.86342805000396e-05
120.03363860358316,584,0.019852364782365368,7.708015380843032e-06
521.5778748652841,448,0.03386462996964787,1.101959133607972e-06
69673.3858131793,311,0.003125722417792299,7.828712144486204e-06
572.0785072865777,398,0.018240885796008955,0.003845226856565156
594.7572034790139,277,0.019045547746932255,0.00017733430175346962
4202.257044163171,528,0.039669913754942734,0.0022724714287147563
770.2713895058754,315,0.001061179554282773,8.460646062679402e-06
558.2509963894141,721,0.02719740122017645,6.109616848283021e-06
232.70529781277062,149,0.10060999784907776,0.0019502264682059007
37473.65105867725,395,0.034820587218039344,0.00018383061667726484
12158.082617340402,59,0.02086220638272157,0.000839710548020414
283.20064583617307,155,0.06557647495584779,6.561940294162154e-05
3829.6984305518895,288,0.005596136636799859,0.00014348607890698396
4957.259278236079,945,0.008602535698563337,0.0021267069473263032
994.7492375879742,610,0.05112442546833701,0.0004367571422660605
42683.64675387158,918,0.03161495885223526,8.306176009188074e-05
58095.89699558291,975,0.05182335056201028,1.5711414769370107e-06
55514.07759341813,573,0.062478036103854835,1.389764715518914e-06
1856.3855756018163,249,0.015368768378213153,1.0275367919128905e-06
790.4613547238328,838,0.06187592609808023,0.008339516785606736
8936.043859341897,787,0.06254310644746594,0.004188889689395743
72362.57338991135,514,0.07507857392549458,0.0004950530023615302
86339.59826225456,85,0.0013940320952688444,0.0009382908943498473
52547.55731734,491,0.004246196837990002,1.2510568337402131e-05
17195.04069240348,723,0.0011343344673725427,8.131914300728627e-06
15663.246042933395,828,0.04108183632600502,1.4415918279731108e-06
260.97476620894975,394,0.0069937560992187325,0.0006405373990552651
61551.980935724794,574,0.056039412452340724,2.6674758080490845e-06
2126.651369934334,176,0.0014379025254179138,4.116150612407695e-06
816.8580499142668,191,0.0011350520474833186,0.002345385314601482
57726.22883036908,861,0.008392929324257623,0.00023827680517572521
404.37014004475026,696,0.09044432023129773,0.00016645756426953833
59265.091488760634,367,0.003280857213617022,2.27921720088855e-05
81953.46551069275,271,0.002599346588018645,1.1240485925440897e-06
1041.2607762556545,377,0.0061531981770217795,0.00016071696760473452
141.97452601557717,993,0.05090568189166094,1.9198408719899888e-06
20690.381620267435,587,0.31071039553003427,5.669849468994583e-06
182.63587289995522,234,0.046778737663690916,1.4569420348063197e-06
68981.56487768311,977,0.0012900407064888571,1.1790791949904488e-05
41312.26493066233,188,0.11584342531186084,1.2370339647418414e-05
2937.2435841333136,425,0.002636439520138078,0.002000657221107963
724.7883900743005,85,0.0018773851284540422,0.006216260417701975
6715.030459415782,354,0.10955883218669436,0.0007664229969926477
2423.455609010839,805,0.00416662925896243,8.976241480745554e-06
23173.648848502955,415,0.0019125425269680754,1.662132987270447e-05
5872.6906817441295,149,0.218407968432186,2.1441982033759375e-06
390.8515481784963,256,0.10595545240475943,0.00016159377552906756
6124.642386282314,319,0.003102090063581322,0.0005420763303007326
3783.690704468627,484,0.10923684342726728,2.3213426639225417e-06
155.74780431256863,98,0.03889647869986385,2.1613477594079662e-05
532.3018728326243,51,0.001619868574701891,0.008368179984446203
10085.63131525835,873,0.003388319404023337,0.0013850296239895199
4292.6108791038705,522,0.16247639837442737,0.006701346685791715
33649.08400925913,874,0.002691137110403866,0.00016866785786485462
662.7872333925094,461,0.08189731240547536,9.690638419393652e-05
12868.148669026783,681,0.05611743636668781,2.4502812063855612e-06
41225.04522573484,28,0.0060249454388778545,0.0034845863943384356
547.9198524185412,165,0.0020996885860611056,6.57014881547544e-06
55604.655067712134,167,0.0014374880735186254,9.841272328215924e-06
73580.0016096979,146,0.05724890706383003,0.0032131082955985414
6600.930943588433,537,0.22557765390568496,0.002754458291523001
37814.366503678924,461,0.006730801113132766,0.00024361370095910765
282.01040387298536,834,0.016401672008323667,0.0016886756349209773
56642.69464964027,567,0.09860477631932689,1.8692114856532135e-06
5415.649022262411,343,0.19047205941589412,1.133269995516585e-06
275.94073773701547,888,0.00475497865929978,0.00045822093838610636
605.5100666360984,312,0.3161801653512781,1.140395766837938e-06
44156.113514163124,744,0.002987805775491815,2.060704816222018e-05
8305.348208557794,883,0.0033525101966105494,1.85967161573049e-06
2615.0264964226253,621,0.03817930622532917,3.909741831448165e-06
117.25781927447504,761,0.016217286523564106,0.007766063107482287
4589.278697413477,727,0.0030346643857002845,1.0584729065626085e-06
17028.034554555612,412,0.26010583933595605,4.029072404103494e-06
23295.03136547128,1000,0.003310313377819118,6.113379090950957e-06
1096.106447122906,378,0.00288850698819173,0.004561039367936756
22295.218751357843,741,0.003764575357417485,1.898867707399077e-05
11723.248163027594,967,0.013634641739631604,8.741744743740395e-06
14585.655227842293,273,0.0020210684351362313,9.551792694319416e-06
246.97110564676805,1006,0.0045980413623786295,8.158734322599082e-05
2601.1506864208754,350,0.0066059921067749,0.00020611962899111478
52532.91412957043,197,0.0024103964529183643,0.009679267782001755
392.1446750039921,167,0.0014674497014104965,0.00012216859662150987
100.96925879311456,150,0.0029562623608921767,1.7408699947135896e-05
206.04569253054925,916,0.01188579570579213,5.061643942082504e-06
55957.05517244485,844,0.0014690312637507977,0.0004299160452807501
53171.76583525064,723,0.1021068280729559,0.0011789842903000723
2005.3713348818846,554,0.006542210257085134,3.335901374789394e-06
31298.27579590538,519,0.0020821104817282297,5.0331505162717e-05
1399.9032008843255,925,0.25583936843606614,1.4267686008670272e-06
13368.684540469127,91,0.15633816711377393,9.377738262585488e-06
376.4190467997397,674,0.004731133785218564,6.60055086274466e-05
301.42000522022755,99,0.07879698583827842,0.0013455440329808413
110.53380734088023,200,0.03650540456706487,0.0003141150918982266
56424.23234754333,620,0.007489086440532676,0.00237657673712152
