w,p,d,c,speedup_model
72714.75024244224,346,0.0244008210214283,2.52393470203996e-06,1
199.36107309901456,894,0.2966680924652758,5.079508034741934e-05,2
746.1231440264695,47,0.0500099156809103,3.2475797778056057e-06,3
837.5166481300514,420,0.0011518002744198,2.703629563410735e-06,3
44198.49381130219,812,0.0706008152379705,2.765322453468092e-05,1
14168.215200610428,533,0.0027713218379701,0.0016282194020445,1
10432.866814450255,906,0.0281555360771755,0.0052540773526505,1
60703.7184842625,728,0.0092979297176267,1.6274318539412034e-06,0
495.6898720329973,383,0.0539780009640643,2.2593944371432637e-06,1
4980.538922818267,128,0.1978853657072105,0.0002464321279873,1
5103.98949521568,780,0.0258285789910779,1.1079209308487184e-05,1
3931.1395597587793,511,0.0800966788337868,0.0007552103900567,1
39964.5183829033,981,0.1339628319475313,2.178392268068469e-05,3
193.997521736075,927,0.0902800073917115,0.0001273601997528,0
398.8877206942803,169,0.0515032832097233,2.662168467730862e-06,0
8335.871587634407,1016,0.0215437378644754,4.238978445412725e-06,0
12835.799130748735,300,0.0042029161141901,2.754504209120448e-05,0
332.95032048670186,734,0.0031964531600943,1.124330279150773e-05,1
24043.650921287728,481,0.0012432829783864,2.652633357661368e-05,2
88561.2800084301,948,0.0012326334832892,6.023542052750269e-05,3
38257.094361278265,978,0.005909775541477,0.0002037593389349,0
2768.858124398376,586,0.2829189832432413,4.987895942601704e-05,0
46712.38502146977,558,0.044304973403722,0.0005340862701218,1
1218.9118248095094,430,0.001552675737291,8.885676304477327e-05,1
1281.373123583568,429,0.0023168523602968,9.468685928672628e-05,2
715.0563743994746,61,0.0011806027375568,7.522906989207323e-06,3
194.3581026940273,827,0.0354515557883704,8.804033471350123e-06,0
2335.6657955758355,374,0.1524832792623278,1.332899008584218e-06,2
40623.49220533652,781,0.0207052583281628,1.0601387890526202e-06,3
15932.98698499961,929,0.0530040229658075,1.2436602154403604e-06,2
1403.2963816598642,627,0.0064300127160657,0.005056403380886,3
1148.385936974464,638,0.0080206808134112,8.151661528772685e-05,1
2640.5172971478405,498,0.0350948895334316,0.0002557344327881,3
133.69307133262063,697,0.0062692450328669,0.0090597130039029,1
32186.93400101494,245,0.0676395270705985,7.913610881881391e-06,1
223.19623161329343,531,0.007446875762288,1.0788382461700122e-06,2
222.29640002567493,139,0.001939040219407,0.0001958176877749,3
72305.16433065312,858,0.0750164552550038,1.5494428520717297e-06,1
89555.77468309346,326,0.0393881627673577,0.0061616605088795,0
167.49488645214532,113,0.0186528871663455,3.963121261203888e-05,3
934.841112713336,936,0.0016128395814217,1.464661963878726e-05,1
24990.026816146856,4,0.0968660736523876,0.000220722854583,1
4063.2489781986046,633,0.0072579408301971,0.0033732332298962,2
18772.27656165425,746,0.0100041988467404,0.0012336393813304,3
823.4890561875023,810,0.0198714476980981,8.397041723057882e-05,3
6385.436505237628,570,0.0023184718601507,3.750127668617307e-05,3
5825.093269163198,331,0.0029299830851432,0.0036444842785001,3
59523.62692073412,549,0.0019658123431513,0.001614916402958,3
311.4203303930058,481,0.0089837417551367,0.0026720241636062,2
1692.1110328513607,876,0.0051112963989231,0.0019899649923244,3
40861.0970650766,621,0.0041733624802322,0.0065063330685187,0
827.8775553526316,776,0.00208323098178,3.2213180674963583e-06,2
3015.10287055938,378,0.0061501641316021,0.0009009230406795,0
3293.938261723288,85,0.0044217789388109,1.0680846137758434e-06,3
2368.42823347716,820,0.0130284523552935,6.256798926116868e-05,3
5124.427272129567,319,0.008000349930494,0.0007678248158997,3
4163.473190396083,412,0.0085424782528261,0.0014099972125214,1
1836.434762632556,748,0.0128603958336256,7.033764155579755e-06,3
7753.952792843464,636,0.1586652978094413,0.0001843350281478,2
412.3775442585735,559,0.0063592564235604,2.5688694983765468e-05,3
6276.162557886039,672,0.2116910935613928,1.9557933714496348e-05,2
30594.349456244447,668,0.059011749220676,0.0001903713712786,3
73642.14020030005,606,0.0055697656368156,0.0001456836181606,0
130.87082980559217,378,0.0034560390118162,2.1027187170739987e-06,0
967.80622735334,431,0.0015758830986318,0.0001376943056917,0
168.63137265047527,161,0.1919242165666259,5.050776722635614e-05,2
20572.448193052216,38,0.0441490872027629,0.0026460039734614,2
26819.61191177185,643,0.0288064543934694,6.627113288229662e-06,0
6624.333557894957,55,0.0481357580593839,1.0949908673874776e-05,3
110.00350202012258,46,0.0015079206308385,0.00284369787058,3
937.471640059614,147,0.0027360987853794,0.0047411930678901,1
96164.76437292204,358,0.0202384297539313,0.0020505722090575,0
2822.227672384416,670,0.023171401585051,2.187077028825534e-06,1
48973.71847315925,885,0.0581863353235979,0.0011375364461819,1
1710.0393806566528,807,0.0094498533414426,1.7233217664219269e-06,3
33548.12592920311,189,0.010249451936997,0.0003460417437379,0
754.5170142448948,154,0.0075482500373047,9.463422133071964e-05,2
82050.71559660662,752,0.2206930885907463,2.197351341981652e-06,2
68926.09362788606,34,0.0350572409486533,5.064099261816778e-05,3
48784.3117478805,990,0.0028297914185404,3.6527172562060985e-06,3
1304.2431205024627,780,0.019065857010302,4.412249120731318e-06,3
190.29974986277728,63,0.1056505534392457,0.0002376851195062,0
23972.335371070883,140,0.1092706054944376,0.0012107143655135,2
354.32212398156724,199,0.0326058488347859,0.0061123828120511,0
8403.195097013,316,0.0066508211526921,4.90663796990967e-05,3
9784.596512464692,1024,0.0435103583869361,8.260824416952612e-06,2
1077.4303570247914,552,0.0721981799263235,5.7744432218002345e-06,1
87397.81477547498,796,0.0025531732900987,3.546933682713368e-06,2
56007.76542594548,264,0.0043695292762245,0.004940052481959,2
1616.1320510282717,468,0.0085399452410648,1.25931669735207e-06,3
4874.604866233087,353,0.2131995726142241,0.0001480984957167,3
2846.6827129020203,96,0.0098069997632627,2.017812386274993e-06,3
9223.679969412591,80,0.0093076393374272,0.005115017140249,1
125.27692855625122,46,0.0020392684794174,2.276373057868305e-05,0
1081.5518705033635,205,0.0379568428252688,4.570806862617911e-06,1
3022.0865353476747,444,0.0037855021258045,1.249990851278306e-05,0
12585.39721872772,708,0.0032057985670662,0.0074884853108343,3
1100.0801965974113,757,0.0327844623067688,0.0003540279734572,0
229.58137808285093,918,0.0019060712457549,0.0008365964184482,1
170.35340883460495,755,0.0059109282102397,9.379311371896866e-05,3
308.8837870422934,956,0.0060965595986927,0.0064652438547943,2
17576.5271877164,124,0.2850075352531406,1.339401943515475e-05,0
8062.422569252652,112,0.0019171257353042,8.618558194753772e-06,2
1298.3218883638094,80,0.0189040877117678,4.921495374737942e-06,2
1474.2434262386855,972,0.1548906573521685,1.727546865914506e-05,1
38175.49860298683,480,0.0076073214342604,2.375512241736292e-05,1
488.5930428931365,433,0.0066277054742863,1.662773803670803e-05,1
140.20793845809249,353,0.0164979234544409,5.622808511533527e-06,0
252.8303475171472,196,0.2642986518646604,0.0008211777299387,2
2298.589000654823,718,0.1532890832854247,0.000251938442849,3
217.5285551549937,710,0.0252004533399332,0.0002837727748396,0
51845.15750570488,790,0.3048023532092904,4.709917187629112e-05,2
29789.932614501387,598,0.002229535895948,6.885032549709023e-06,1
37622.67404705461,847,0.0037634837342019,1.1896640802550335e-06,3
363.4348625329123,723,0.0019653340338285,1.611373605043277e-05,2
3098.212764295345,747,0.0026591939511494,0.0001561077284141,1
124.34107657300066,982,0.0386987855884019,0.0001315396874159,0
385.4889218497468,423,0.1459836731105636,5.125848866033294e-06,1
266.3863888377457,406,0.1169277809185358,1.005637035234968e-05,1
93334.52505320568,186,0.0017869329140664,0.0085821150961119,2
1189.9886426114597,275,0.0013882534959849,0.0001718709718717,3
18216.84265866125,711,0.0947373744307414,0.0006021858902512,2
307.4495893661912,622,0.0047897841371592,0.0001676702523462,3
6664.068819565499,94,0.1272817045379458,0.0045552447239684,0
8621.721387419388,833,0.0575614004032138,6.721370587560986e-05,1
12133.39872447716,266,0.0082941526448195,1.1978427687724713e-05,0
137.6539369158386,638,0.016992927442178,0.0060134964858052,2
465.7024380552603,448,0.0022349884168351,0.0007133962457979,1
14330.301520097244,895,0.1020799339199983,0.0001692637548424,3
73891.60618834966,838,0.0090537836160948,2.680697529074197e-05,2
168.85653813134718,97,0.0029014071536424,2.5377712357354546e-06,3
13201.23397805256,578,0.1154397229504304,0.0010261672948537,2
178.63770267605491,720,0.1169344784403473,1.0947425616711815e-05,3
62762.87311647904,181,0.1739710874112323,1.8525362764467893e-06,1
221.41805794671703,608,0.0048435122191527,0.000195005409969,2
500.6136208254399,945,0.0245440411605999,0.0003045484484875,2
696.6034766995574,1012,0.004527282151093,2.518873105147289e-06,2
30601.981440632782,590,0.0139763093032385,8.322703208069843e-06,3
1123.968225604562,939,0.0010590669188155,0.0003091547444414,2
277.1150040137978,706,0.0131641676513982,2.9873503577370484e-05,2
20640.824299733435,793,0.0204004651286444,0.0088839884707711,0
92435.81413570108,103,0.0142137954254379,3.6735402616065314e-06,1
43424.08934493949,809,0.1859844310068047,0.0002089166385099,3
6021.710257916841,583,0.1288933071481657,0.0036580907564358,1
98213.2161814532,539,0.1251676870503626,7.686341520951349e-05,3
725.4477668215285,64,0.0063838148391987,2.9493387448054367e-06,2
1016.2809517910478,440,0.1029316239565785,0.0001984020368432,2
66494.46313094308,449,0.0376701307511384,2.432764206195397e-06,0
4916.634064846564,937,0.0015714773275575,7.238733690343773e-05,2
268.94300853962045,710,0.0213113713674557,0.0002918902831113,0
598.6537968746337,193,0.0355752787990781,1.139986994790894e-06,2
2991.698576068111,686,0.0023221687273927,1.6536753631065356e-06,0
577.948415273142,85,0.0564516921332517,0.004062979663099,0
324.9245685170856,71,0.0104955742205217,0.0095753527708565,1
2253.8928328457177,36,0.0059525164052136,3.6205810088417854e-06,0
107.4183446164651,820,0.0012630475529976,0.0022430997582156,0
696.2900343161938,500,0.2302672734228248,0.000612533936883,0
1545.7879703246442,675,0.0013500706212245,0.0002196322990582,3
1212.6673486530524,762,0.0096706365239687,0.0003419476373667,1
64561.92721103519,345,0.0019148315746129,5.648643089119235e-05,2
132.00939678122816,290,0.0929291925433258,9.444848272706756e-05,2
2085.799200183724,719,0.0045444585203618,1.3325893324782778e-06,1
83159.72764938614,501,0.0018803507159146,2.0776611189560136e-05,2
21991.07649867988,158,0.0462336072945938,2.3740101833576887e-06,1
40128.58880304332,122,0.0087547524177218,0.005475479727659,1
4162.061500800976,252,0.1468229999861265,5.973491213182308e-06,2
17664.902506205308,941,0.0030776912177947,0.0060374279752319,1
409.0380020916812,931,0.2406037128001876,0.0004689269781572,1
1514.5729809420216,378,0.0293845278938953,0.0027263710137097,1
35326.306779571925,687,0.2891626337678826,1.263646667734813e-05,2
703.1342230721586,765,0.122129658629005,9.502510380884548e-05,2
19832.831814193,960,0.1032559138030958,0.00329820236746,2
111.13408564809336,934,0.1146571977199948,2.229918354352418e-06,3
368.9324632736214,271,0.0020251203565445,0.004995579773312,2
371.9290559142148,929,0.0043793518800819,0.0094515691766532,2
81622.75218096204,895,0.0031301787718511,5.918638547620424e-06,2
316.6397281182428,359,0.0014141450261734,2.297130594663364e-05,2
9004.308923037126,163,0.0201542897961516,1.8807958662567315e-06,0
154.12961989151577,682,0.0473937133399322,0.0017371278021674,3
270.54141944123216,769,0.0172390664437032,0.0012022934439737,2
80796.00269761571,211,0.2771482147936815,0.0006329645806738,2
239.1747115667397,114,0.0116738988695659,0.001043426159961,1
6334.223119572522,729,0.0348322094718021,0.0035124862437424,1
77206.511357382,901,0.0046717630552358,0.0052102100356458,2
57388.37145180418,12,0.0083552332651523,2.9822646886203444e-05,0
143.73680394992854,989,0.103483883555107,0.0007432851869014,1
110.253519609818,556,0.0231105629979193,0.0004611187834747,1
392.3102072148185,443,0.00722440603496,1.5638972332402367e-05,1
1292.22540679717,117,0.1046236192967331,0.0057969287214575,0
67391.61316261173,499,0.0020961802520905,0.0014439533213212,0
49740.08337645043,65,0.2241779666628315,3.7761489801917055e-06,0
2743.6993469939366,309,0.0097572016462261,0.0007731176541322,2
67159.86710676097,649,0.0018495703054209,0.0001115478207233,1
2430.3807995661214,696,0.0084888014416311,0.0001919379071704,2
4902.499136587564,384,0.1506056140807884,3.312568149226142e-05,2
250.6279768854577,285,0.0160422270237042,1.0765845480132282e-06,2
1093.0699438618992,856,0.1027032376063658,2.994479935798151e-06,1
95062.48645752246,738,0.110311042586967,2.669130769633277e-06,2
58331.118030102094,76,0.0111152850199013,0.0005908835995869,2
74357.01700856957,846,0.0027829733802379,0.0003469544480641,1
620.3286557354737,619,0.0062882336562316,0.0007039892414246,3
1547.4446179290246,317,0.0049151955625997,1.0306558464101368e-06,2
2371.515099027313,213,0.0938723051010696,8.501097878418373e-06,1
111.93681648209962,513,0.0554747947756763,0.0016641014287739,3
10452.739197416726,533,0.0114756796568082,2.3329835337613303e-05,3
4534.973895308446,266,0.0886034880737327,0.0004199872943159,3
6768.945468644806,404,0.0014347090582409,2.21758354649914e-06,1
217.8367970619194,214,0.1465596521141026,2.2149226109281185e-05,1
16424.692174311578,316,0.0038392440246814,0.0008449356377797,0
2607.014836809118,881,0.0049469524286258,1.318054997008599e-06,2
2484.533170877701,680,0.2866191525881185,0.0008948602669682,2
6045.006889342338,13,0.0139736564197292,0.0011104898825076,0
221.82488669035004,302,0.0095212726622395,3.355007550387924e-06,1
10840.15361170239,446,0.01095875104417,1.3579309138491278e-06,0
7557.186841738202,764,0.0420734534868781,0.0010024724329296,1
40766.353499621466,722,0.0034740532963874,6.7968092515483e-06,2
113.61353992265124,896,0.001098782541482,6.949497639001479e-05,1
168.39071093487993,678,0.0134574339187885,0.0002095205358025,2
13192.868416705049,391,0.0054273233877276,7.517717264912558e-06,1
24649.246072306345,51,0.0360895788319337,1.9430887184024103e-05,0
28410.708428216083,117,0.0040233625287642,1.001960585232771e-06,0
1772.3941026642049,381,0.0014413920161752,3.3950787390633754e-06,3
759.1004695625269,412,0.0130986300008446,0.0001728003818207,0
26712.164223417934,508,0.0061406236543827,9.88014472529354e-06,3
1952.871345619111,19,0.0043463478285301,0.0016363324723025,1
995.3649137255604,783,0.0043763102406296,2.155401625868024e-05,3
7943.717623753845,1017,0.0444720796334716,0.0086953837949992,3
234.0455769880396,575,0.0475601967257976,0.0095620998705798,3
160.81257413404342,621,0.152336323130186,1.4897006367048912e-06,0
109.04857564113894,951,0.0099319438112371,0.0001624111628013,2
106.3604144014454,599,0.002841362613074,0.0077308952175243,1
1631.2033155943095,677,0.0060444602234211,1.1704401201369332e-05,1
3678.6703643754254,352,0.2188124325751506,0.0001131780131041,1
59444.5937583496,19,0.020051520495509,6.113133922814557e-06,3
31302.2993369536,884,0.075996009079613,0.0001339639148189,2
430.6359630688875,537,0.0012340078736104,0.0005551202485451,3
133.8210390836177,819,0.0161586043678219,0.0021725704228,3
6530.338167858887,205,0.0022815821700621,1.274247616848456e-05,2
26015.048801174264,848,0.0480004102006316,3.6791181901565984e-06,1
1263.8491387798654,977,0.0521655079178795,1.7624160695175878e-05,1
260.06484504001014,706,0.0124527846169071,1.99022030842144e-06,2
5474.725348038831,943,0.0178157505649209,0.0055230075143467,1
541.4965509530875,1007,0.0021144535898334,1.277818998077502e-05,1
1075.5241473635126,893,0.0270427069442285,2.5113177919391163e-05,0
1748.5873872121806,268,0.1020842061924461,1.0380640529481809e-06,2
495.3097174380212,185,0.0821670133694857,1.195307194599645e-05,1
34838.04560329012,350,0.1008079159646784,0.0016510555351652,1
55240.77571167232,723,0.0014900856205353,1.2118854575286403e-06,3
18587.99436100304,179,0.0084412748999932,3.292227721266404e-06,1
4473.273978981804,779,0.0010330793412591,2.083946855774716e-06,1
365.2586694084141,654,0.0467081752381729,0.0022594764005608,1
135.38904588909236,801,0.0130581593218938,2.334244832108361e-05,1
535.0533259584578,254,0.0017748121590658,1.450811524124818e-05,1
25607.92966574081,225,0.0055188421345396,6.876163605177489e-06,0
104.77524987605476,216,0.0102821733631743,3.684830783989991e-06,3
4639.587877042287,381,0.0816097634264858,0.0007321145971384,1
333.80862031531126,125,0.1398632290470654,0.0062926211991572,1
721.8035510048226,411,0.0022155388994495,2.21419798717991e-06,1
20588.878984675528,331,0.0574781090643429,0.0079698457795317,1
27895.578230399144,682,0.0019404439549099,2.394856645967747e-06,0
14288.564794118658,862,0.0016327322732189,4.215370561880955e-06,2
1641.4778154729488,877,0.0087510962146228,1.495190249372737e-05,3
208.65782287098736,103,0.0545921852685008,5.4996142317029926e-05,2
400.0752975809464,71,0.2199025681273213,0.0002080190168076,2
16878.147339120886,606,0.0043532916355433,9.85418216293166e-05,0
49948.267930526585,930,0.0020785005207967,0.0003696442969428,1
6349.826924439823,514,0.0871889990615132,0.0054841079616544,2
825.7203636957,1022,0.0015966113122871,2.401730403453952e-05,1
569.3863103541354,923,0.1291060020615429,0.000923020553528,2
12458.279569811284,732,0.0120411543689664,1.0721644653156495e-05,2
75110.06760374934,420,0.0583470128850631,0.0077513727832349,0
16723.41355886092,746,0.0342726803001489,2.700821229429323e-06,3
61566.94560332271,228,0.0069433544347336,2.722801705109975e-05,3
93058.71706747526,729,0.1949605542674763,4.994580343493016e-05,0
43123.09703192683,726,0.1626272400828902,3.765051532488132e-06,2
12016.714389179568,860,0.0400273882082177,6.398462891588718e-06,3
8727.309526131485,495,0.0048192015124437,9.047238165088217e-06,0
418.739401302423,734,0.0499449285231856,0.0014145620593777,3
3859.9628184310905,712,0.0019767384122683,0.005142404004077,3
6109.196055388104,939,0.0131616580656698,0.0008309701107642,0
3437.687197570114,178,0.2316867333938296,0.0005835505270309,2
170.41761769254634,138,0.0735535968828631,0.0003300140410889,3
2531.6500257813896,855,0.00188561509472,0.0003841363532445,3
133.58683255606664,1004,0.0015467304469821,6.25675347862374e-05,0
3524.366293583564,733,0.0119797042125087,1.605595153728911e-05,2
1431.748752028202,224,0.0017184286507429,5.558798261638778e-06,3
3001.3557926089784,143,0.0011314224164883,0.0017565668065069,1
713.835553964194,384,0.166339763087467,0.0003009538559698,0
1228.2175404910329,236,0.0127177637698097,0.0001361276211868,0
251.1181226783929,241,0.0017660679842268,0.000234354700147,0
42389.28507199309,232,0.0040287373979902,7.587565595017145e-06,3
203.518020358905,30,0.2167794027261492,1.94459233110152e-05,1
65190.01497461149,1,0.1350443449319012,0.0010313921580884,3
39472.797425976496,388,0.0087444387513559,1.0213425337431398e-06,1
43146.30194167678,301,0.0024151004833433,0.0048467640982074,1
634.0458731198462,856,0.0086615460186042,4.595687499274536e-05,1
62277.79562448093,888,0.0029666797027012,0.0040820017562368,1
90143.55052941112,331,0.0015888259189529,0.0045512852357227,2
25097.594945696983,558,0.0094705157590933,0.0041921425925663,0
859.1385741223746,482,0.0135376222419882,0.0007500066723606,1
54154.14083115216,560,0.0736568900522426,0.0068899470079507,3
269.60740352511687,462,0.0031840683826951,0.00104637508868,0
1496.3687024888914,333,0.0502574445782233,0.0020676485509563,3
17392.835970907796,274,0.0026795083281597,1.816794484454261e-06,2
3097.9123375782347,717,0.0014803901846724,1.1713897355948732e-05,2
317.48835383847245,752,0.1412108208787538,7.665202293573288e-06,0
16938.726454238033,757,0.1106488211947186,1.1484581215875562e-05,2
282.946400980766,922,0.3081638902128287,0.0003398588953952,1
134.62058712182755,638,0.0136174911996755,1.9191425185002147e-06,0
24250.4886165802,51,0.223025550379222,1.1727334621697838e-05,2
1354.4384569602453,86,0.0097455384070867,0.0044159633537941,3
357.8347451610974,198,0.0012033095616288,3.32152894173338e-05,2
206.68231060444967,774,0.003911418352463,4.400694095104398e-06,1
56661.10912870168,229,0.1036599970218804,6.424647934693443e-05,3
2132.768357982586,309,0.0879252784004291,1.447758491786121e-05,1
181.7958191850951,548,0.0358721211124511,1.3416071610896409e-06,2
480.7183532935635,224,0.3063028806617346,0.0067624893153541,3
65205.059254465385,959,0.0012367830697568,1.9248521900375684e-06,3
268.3123123179709,787,0.0010248216328214,9.57376598499795e-06,2
116.1864138597056,725,0.0287358705995423,3.325929887957723e-05,2
11468.441190539348,165,0.0168995925165852,8.175948326888483e-06,2
35221.4024496729,905,0.0023385176313313,1.3206405065545967e-05,3
570.1875332416458,892,0.131371024980343,0.0001962316851731,3
91498.866544854,754,0.0035236871256902,0.0004010908440707,2
47854.20064925741,805,0.0035430823476517,0.0003497720691405,0
223.9675370271868,230,0.0011189432987561,0.0015738381517215,0
761.8434928439656,18,0.1599979474717252,5.4007104118134815e-05,0
1518.6724460765702,539,0.0169728352311593,9.90531708517212e-05,2
1805.2338356781183,245,0.0018190778476561,1.5826424847314623e-06,1
71373.18622134405,471,0.0053023996177886,4.237854696732624e-05,1
3805.5681389864985,206,0.0011639552522322,2.579517045555284e-06,1
3145.974066443193,755,0.0014072758239307,1.3136922076905352e-05,0
1984.638004960548,427,0.0248158569876971,0.000137232705426,1
20936.590136313363,659,0.0018991419631036,1.7796072974578868e-05,3
42804.18629277741,389,0.0071937851279855,9.44740155481181e-05,1
34806.40261744011,330,0.001544156507035,3.368830564060705e-05,2
3276.551826647708,243,0.0020000537071274,2.300618166052176e-05,1
24001.247589268238,495,0.003605273395176,0.0005395317939016,2
1249.1463871039173,349,0.3157406730595905,1.6812633268008674e-05,1
6880.278685067154,425,0.0013174412723969,0.0083483192848886,2
130.59781043579378,989,0.1195918027709017,8.230057507414659e-06,0
100.3926354059264,838,0.0022814495943507,1.735243778609261e-06,3
9368.51648613766,595,0.0026333912393832,0.0005066634555613,3
16522.393585170885,172,0.0019584171248691,1.5230621955220608e-06,1
219.16967770266004,461,0.0021991888570401,0.0054945158685957,1
68533.53170648514,314,0.0038128098755135,0.0002159235702344,3
615.6054720533905,839,0.0010171598770479,0.0014244496485281,2
428.9634284927382,905,0.0491184515562737,6.700277432596494e-05,0
1614.2015645205602,336,0.0078622977469317,4.315031238898487e-05,0
